Animal ID,Animal Type,Breed,Size,Intake Date,Outcome Type,Outcome Zip Code,Intake Jurisdiction,Outcome Jurisdiction,Location
A375275,DOG,CHINESE SHARPEI,LARGE,08/10/2018,TRANSFER,96003.0,COUNTY,OUT OF COUNTY,"96003(40.645212, -122.327472)"
A411768,CAT,DOMESTIC LH,KITTN,05/28/2022,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A386185,CAT,DOMESTIC SH,SMALL,04/13/2019,EUTHANIZE,,SANTA ROSA,,
A314274,DOG,GERM SHEPHERD,LARGE,11/25/2014,ADOPTION,95422.0,COUNTY,OUT OF COUNTY,"95422(38.962754, -122.634743)"
A366351,CAT,DOMESTIC SH,KITTN,12/21/2017,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A337972,DOG,PIT BULL/LABRADOR RETR,LARGE,06/04/2016,RETURN TO OWNER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A381689,CAT,DOMESTIC SH,KITTN,12/06/2018,ADOPTION,95467.0,*PETALUMA,SANTA ROSA,"95467(38.803087, -122.548842)"
A388637,DOG,GOLDEN RETR/POODLE STND,LARGE,09/02/2018,RETURN TO OWNER,95448.0,*WINDSOR,COUNTY,"95448(38.618857, -122.861927)"
A374781,CAT,DOMESTIC SH,KITTN,07/17/2018,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A393957,CAT,DOMESTIC SH,SMALL,11/27/2019,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A290114,DOG,AUST CATTLE DOG/PIT BULL,LARGE,01/08/2020,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A041045,DOG,AMERICAN STAFF/PIT BULL,LARGE,01/13/2016,RETURN TO OWNER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A272077,DOG,BEAGLE,SMALL,07/31/2014,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A307859,DOG,BORDER COLLIE/BLACK/TAN HOUND,LARGE,06/11/2014,ADOPTION,95492.0,COUNTY,COUNTY,"95492(38.541541, -122.809202)"
A405208,CAT,DOMESTIC SH,KITTN,06/08/2021,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A295782,CAT,DOMESTIC SH,SMALL,08/17/2013,ADOPTION,95472.0,SANTA ROSA,COUNTY,"95472(38.394388, -122.850998)"
A374393,DOG,CHIHUAHUA SH/PUG,SMALL,07/02/2018,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A312853,DOG,AUST CATTLE DOG/MIX,MED,10/17/2014,RETURN TO OWNER,95446.0,COUNTY,COUNTY,"95446(38.510032, -122.996796)"
A334683,DOG,PARSON RUSS TER/MIX,SMALL,04/09/2016,ADOPTION,95425.0,COUNTY,COUNTY,"95425(38.790859, -123.010876)"
A391770,CAT,DOMESTIC SH,KITTN,09/26/2019,ADOPTION,95472.0,*WINDSOR,COUNTY,"95472(38.394388, -122.850998)"
A349481,DOG,PIT BULL,PUPPY,03/27/2017,ADOPTION,95472.0,COUNTY,COUNTY,"95472(38.394388, -122.850998)"
A374228,CAT,DOMESTIC SH,KITTN,06/23/2018,TRANSFER,94710.0,COUNTY,OUT OF COUNTY,"94710(37.869271, -122.300531)"
A354169,CAT,DOMESTIC LH,KITTN,06/21/2017,ADOPTION,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A316085,CAT,SIAMESE/MIX,SMALL,01/22/2015,RETURN TO OWNER,95446.0,*WINDSOR,COUNTY,"95446(38.510032, -122.996796)"
A235241,DOG,PIT BULL/MIX,MED,02/13/2017,RETURN TO OWNER,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A390377,CAT,DOMESTIC LH,KITTN,08/15/2019,TRANSFER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A347756,DOG,PIT BULL,MED,03/24/2016,RETURN TO OWNER,95423.0,COUNTY,OUT OF COUNTY,"95423(39.104621, -122.648512)"
A384162,DOG,QUEENSLAND HEEL/MIX,MED,02/02/2019,RETURN TO OWNER,95401.0,*WINDSOR,SANTA ROSA,"95401(38.446019, -122.766748)"
A382857,DOG,DACHSHUND,SMALL,10/10/2019,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A374061,CAT,DOMESTIC SH,KITTN,06/15/2018,EUTHANIZE,,COUNTY,,
A406399,DOG,SIBERIAN HUSKY,LARGE,06/06/2019,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A347756,DOG,PIT BULL,MED,01/27/2017,RETURN TO OWNER,95423.0,COUNTY,OUT OF COUNTY,"95423(39.104621, -122.648512)"
A324183,DOG,LABRADOR RETR/MIX,MED,07/09/2015,RETURN TO OWNER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A399363,DOG,CHIHUAHUA SH,SMALL,08/04/2020,TRANSFER,94949.0,SANTA ROSA,OUT OF COUNTY,"94949(38.06215, -122.53789)"
A378358,DOG,FRENCH BULLDOG/MIX,SMALL,10/20/2018,RETURN TO OWNER,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A337638,CAT,DOMESTIC SH,KITTN,05/26/2016,EUTHANIZE,,COUNTY,,
A364885,CAT,DOMESTIC SH,SMALL,11/22/2017,ADOPTION,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A366730,DOG,MALTESE/MIX,SMALL,01/08/2018,RETURN TO OWNER,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A398093,CAT,DOMESTIC MH,KITTN,06/23/2020,ADOPTION,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A396691,DOG,CHIHUAHUA SH,SMALL,03/07/2020,RETURN TO OWNER,,SANTA ROSA,,
A356784,CAT,DOMESTIC SH,SMALL,08/15/2017,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A365446,CAT,DOMESTIC SH,SMALL,12/11/2017,EUTHANIZE,,SANTA ROSA,,
A321281,CAT,DOMESTIC SH,MED,05/05/2015,ADOPTION,94941.0,SANTA ROSA,OUT OF COUNTY,"94941(37.896402, -122.547447)"
A334941,DOG,QUEENSLAND HEEL,LARGE,03/27/2016,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A411356,DOG,CHIHUAHUA SH/MIX,SMALL,05/04/2022,ADOPTION,94515.0,COUNTY,OUT OF COUNTY,"94515(38.596259, -122.603413)"
A282875,DOG,CHIHUAHUA SH,TOY,07/06/2018,TRANSFER,98558.0,SANTA ROSA,OUT OF COUNTY,"98558(46.939761, -122.551474)"
A312891,CAT,DOMESTIC SH,SMALL,10/18/2014,RETURN TO OWNER,95425.0,COUNTY,*CLOVERDALE,"95425(38.790859, -123.010876)"
A410144,CAT,DOMESTIC SH,SMALL,02/22/2022,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A386975,DOG,MASTIFF/GREAT DANE,X-LRG,05/15/2019,RETURN TO OWNER,95492.0,COUNTY,COUNTY,"95492(38.541541, -122.809202)"
A399523,CAT,DOMESTIC SH,SMALL,08/11/2020,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A335077,CAT,DOMESTIC SH,SMALL,03/31/2016,ADOPTION,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A393472,DOG,SIBERIAN HUSKY/MIX,MED,11/18/2019,RETURN TO OWNER,95926.0,SANTA ROSA,OUT OF COUNTY,"95926(39.74539, -121.845089)"
A315343,DOG,PIT BULL/MIX,LARGE,12/30/2014,EUTHANIZE,,COUNTY,,
A384163,DOG,CHIHUAHUA SH/MIX,SMALL,02/02/2019,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A338074,DOG,PUG/BEAGLE,TOY,06/26/2019,RETURN TO OWNER,95439.0,COUNTY,COUNTY,"95439(38.49169, -122.776056)"
A385819,DOG,GERM WH POINT/MIX,SMALL,03/27/2019,TRANSFER,95407.0,*WINDSOR,COUNTY,"95407(38.403734, -122.736775)"
A336478,DOG,GERM SHEPHERD/MIX,LARGE,04/30/2016,EUTHANIZE,,COUNTY,,
A368891,CAT,DOMESTIC SH,SMALL,02/16/2018,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A369204,CAT,DOMESTIC SH,SMALL,03/02/2018,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A331552,DOG,CAIRN TERRIER/MIX,SMALL,01/05/2016,ADOPTION,95448.0,COUNTY,*HEALDSBURG,"95448(38.618857, -122.861927)"
A337243,DOG,POMERANIAN/MIX,SMALL,08/24/2016,ADOPTION,95446.0,SANTA ROSA,COUNTY,"95446(38.510032, -122.996796)"
A362726,DOG,MASTIFF,X-LRG,10/19/2017,ADOPTION,95403.0,COUNTY,SANTA ROSA,"95403(38.486997, -122.749134)"
A331532,DOG,LABRADOR RETR,LARGE,01/04/2016,RETURN TO OWNER,95409.0,*WINDSOR,SANTA ROSA,"95409(38.458965, -122.630156)"
A379781,DOG,ALASKAN HUSKY,LARGE,11/14/2018,RETURN TO OWNER,95403.0,*WINDSOR,SANTA ROSA,"95403(38.486997, -122.749134)"
A342399,DOG,PUG/BEAGLE,SMALL,02/04/2020,RETURN TO OWNER,95409.0,SANTA ROSA,SANTA ROSA,"95409(38.458965, -122.630156)"
A355980,CAT,DOMESTIC SH,KITTN,07/26/2017,TRANSFER,94952.0,SANTA ROSA,*PETALUMA,"94952(38.236012, -122.730241)"
A395334,DOG,CHIHUAHUA SH,SMALL,01/03/2020,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A390180,CAT,DOMESTIC SH,KITTN,08/05/2019,DIED,,SANTA ROSA,,
A355598,DOG,GERM SHEPHERD,LARGE,02/11/2019,ADOPTION,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A367904,DOG,GERM SHEPHERD/LABRADOR RETR,LARGE,02/03/2018,EUTHANIZE,,COUNTY,,
A360514,CAT,DOMESTIC SH,SMALL,08/31/2017,ADOPTION,95465.0,SANTA ROSA,COUNTY,"95465(38.406591, -123.001365)"
A383826,DOG,GERM SHEPHERD/MIX,MED,01/18/2019,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A311975,CAT,DOMESTIC SH,SMALL,09/23/2014,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A399271,CAT,DOMESTIC SH,SMALL,07/30/2020,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A397568,CAT,DOMESTIC SH,SMALL,05/20/2020,RETURN TO OWNER,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A406962,DOG,AUST SHEPHERD/PIT BULL,MED,09/29/2021,ADOPTION,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A321244,DOG,PIT BULL/MIX,LARGE,05/03/2015,RETURN TO OWNER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A356458,DOG,PIT BULL,MED,08/03/2017,RETURN TO OWNER,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A384605,CAT,DOMESTIC SH,SMALL,02/27/2019,TRANSFER,94598.0,COUNTY,OUT OF COUNTY,"94598(37.916331, -122.020165)"
A306952,DOG,POMERANIAN/MIX,TOY,05/19/2014,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A316031,CAT,DOMESTIC LH,SMALL,01/21/2015,ADOPTION,95436.0,SANTA ROSA,COUNTY,"95436(38.491884, -122.90672)"
A340811,CAT,DOMESTIC SH,SMALL,08/13/2016,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A397322,DOG,AUST CATTLE DOG,SMALL,04/28/2020,TRANSFER,94146.0,COUNTY,OUT OF COUNTY,"94146(37.78008, -122.420168)"
A405200,CAT,DOMESTIC MH,KITTN,06/04/2021,ADOPTION,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A352315,CAT,DOMESTIC SH,SMALL,05/06/2017,EUTHANIZE,,COUNTY,,
A363299,DOG,LABRADOR RETR,MED,07/19/2018,RETURN TO OWNER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A338538,CAT,DOMESTIC SH,KITTN,06/17/2016,ADOPTION,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A395082,CAT,DOMESTIC SH,KITTN,12/18/2019,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A405592,CAT,ABYSSINIAN,KITTN,06/25/2021,TRANSFER,94952.0,SANTA ROSA,*PETALUMA,"94952(38.236012, -122.730241)"
A327956,DOG,POMERANIAN/MIX,SMALL,10/04/2015,TRANSFER,94103.0,COUNTY,OUT OF COUNTY,"94103(37.772469, -122.411853)"
A355845,DOG,SCHNAUZER STAND/MIX,LARGE,07/21/2017,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A311271,DOG,GERM SHEPHERD,LARGE,05/11/2020,RETURN TO OWNER,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A366771,CAT,DOMESTIC SH,SMALL,01/10/2018,ADOPTION,95425.0,*WINDSOR,*CLOVERDALE,"95425(38.790859, -123.010876)"
A349479,DOG,CHIHUAHUA SH/PARSON RUSS TER,SMALL,03/14/2017,ADOPTION,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A391513,DOG,SIBERIAN HUSKY,LARGE,09/17/2019,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A374099,DOG,SHIH TZU,SMALL,02/22/2018,RETURN TO OWNER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A331316,DOG,BOSTON TERRIER,SMALL,12/23/2015,RETURN TO OWNER,95446.0,SANTA ROSA,COUNTY,"95446(38.510032, -122.996796)"
A329724,DOG,ITAL GREYHOUND,PUPPY,11/17/2015,ADOPTION,95448.0,COUNTY,OUT OF COUNTY,"95448(38.618857, -122.861927)"
A301398,DOG,CHIHUAHUA SH/MIX,SMALL,01/10/2014,ADOPTION,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A353317,CAT,DOMESTIC SH,SMALL,05/27/2017,EUTHANIZE,,COUNTY,,
A352606,CAT,DOMESTIC SH,KITTN,05/11/2017,ADOPTION,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A340066,DOG,MIN PINSCHER,PUPPY,07/23/2016,ADOPTION,95453.0,SANTA ROSA,OUT OF COUNTY,"95453(39.043586, -122.936436)"
A396552,DOG,PIT BULL,MED,03/04/2020,TRANSFER,94146.0,COUNTY,OUT OF COUNTY,"94146(37.78008, -122.420168)"
A259849,DOG,MIN PINSCHER/MIX,SMALL,07/03/2018,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A305941,DOG,AUST CATTLE DOG,MED,04/03/2016,EUTHANIZE,94951.0,COUNTY,COUNTY,"94951(38.314417, -122.656863)"
A306453,DOG,BOXER/MIX,LARGE,03/15/2018,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A322710,CAT,DOMESTIC SH,SMALL,06/05/2015,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A324028,DOG,CHIHUAHUA SH/MIX,SMALL,07/06/2015,ADOPTION,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A412294,DOG,GREAT PYRENEES,X-LRG,07/05/2022,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A405601,DOG,LABRADOR RETR,LARGE,06/26/2021,TRANSFER,94804.0,SANTA ROSA,OUT OF COUNTY,"94804(37.922963, -122.338618)"
A398364,CAT,DOMESTIC SH,SMALL,07/01/2020,ADOPTION,95492.0,COUNTY,*WINDSOR,"95492(38.541541, -122.809202)"
A367866,CAT,DOMESTIC SH,SMALL,01/31/2018,ADOPTION,95409.0,COUNTY,SANTA ROSA,"95409(38.458965, -122.630156)"
A308106,CAT,DOMESTIC LH,SMALL,06/19/2014,ADOPTION,95492.0,COUNTY,*WINDSOR,"95492(38.541541, -122.809202)"
A328380,CAT,DOMESTIC SH,KITTN,10/15/2015,TRANSFER,95403.0,SANTA ROSA,SANTA ROSA,"95403(38.486997, -122.749134)"
A368890,CAT,DOMESTIC SH,SMALL,03/09/2018,ADOPTION,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A322342,CAT,DOMESTIC SH,KITTN,05/22/2015,ADOPTION,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A410696,DOG,SIBERIAN HUSKY,LARGE,03/24/2022,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A336587,DOG,PIT BULL/MIX,MED,05/04/2016,RETURN TO OWNER,94951.0,SANTA ROSA,COUNTY,"94951(38.314417, -122.656863)"
A376074,CAT,DOMESTIC MH,SMALL,09/14/2018,DIED,,COUNTY,,
A352588,DOG,PIT BULL,LARGE,11/25/2017,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A329655,DOG,CHIHUAHUA SH,TOY,11/18/2015,RETURN TO OWNER,95407.0,SANTA ROSA,SANTA ROSA,"95407(38.403734, -122.736775)"
A407137,DOG,PUG,SMALL,10/11/2021,TRANSFER,95503.0,SANTA ROSA,OUT OF COUNTY,"95503(40.757005, -124.147251)"
A323959,CAT,DOMESTIC SH,KITTN,07/04/2015,DISPOSAL,,SANTA ROSA,,
A306998,DOG,CHIHUAHUA LH/MIX,SMALL,05/20/2014,RETURN TO OWNER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A371306,DOG,PARSON RUSS TER,MED,04/29/2018,ADOPTION,,SANTA ROSA,OUT OF COUNTY,
A302884,DOG,BICHON FRISE,MED,03/20/2014,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A407270,DOG,LABRADOR RETR/MIX,MED,10/18/2021,TRANSFER,95503.0,COUNTY,OUT OF COUNTY,"95503(40.757005, -124.147251)"
A309121,DOG,AMER BULLDOG,LARGE,07/19/2014,RETURN TO OWNER,94952.0,COUNTY,*PETALUMA,"94952(38.236012, -122.730241)"
A325020,DOG,GREYHOUND,X-LRG,08/08/2015,TRANSFER,95492.0,SANTA ROSA,*WINDSOR,"95492(38.541541, -122.809202)"
A332315,CAT,DOMESTIC SH,SMALL,11/08/2017,RETURN TO OWNER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A360609,CAT,DOMESTIC SH,KITTN,09/05/2017,ADOPTION,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A304646,DOG,CHIHUAHUA LH,SMALL,04/06/2022,TRANSFER,95407.0,COUNTY,COUNTY,"95407(38.403734, -122.736775)"
A370156,DOG,LABRADOR RETR/MIX,PUPPY,03/21/2018,ADOPTION,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A341210,CAT,DOMESTIC LH,SMALL,08/19/2016,ADOPTION,95404.0,SANTA ROSA,COUNTY,"95404(38.458384, -122.675588)"
A344072,DOG,GERM SHEPHERD/MIX,LARGE,10/21/2016,RETURN TO OWNER,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A314335,CAT,DOMESTIC SH,KITTN,11/26/2014,ADOPTION,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A307404,CAT,DOMESTIC SH,KITTN,05/30/2014,ADOPTION,95403.0,COUNTY,COUNTY,"95403(38.486997, -122.749134)"
A041645,DOG,LABRADOR RETR,MED,07/10/2015,RETURN TO OWNER,94952.0,COUNTY,COUNTY,"94952(38.236012, -122.730241)"
A331488,CAT,DOMESTIC SH,SMALL,12/31/2015,EUTHANIZE,,COUNTY,,
A364773,DOG,LABRADOR RETR/MIX,LARGE,06/01/2015,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A401801,DOG,PIT BULL,MED,12/17/2020,EUTHANIZE,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A311512,CAT,DOMESTIC SH,KITTN,09/11/2014,ADOPTION,95472.0,SANTA ROSA,COUNTY,"95472(38.394388, -122.850998)"
A314596,DOG,BORDER COLLIE/MIX,MED,12/04/2014,RETURN TO OWNER,95405.0,COUNTY,SANTA ROSA,"95405(38.439152, -122.672541)"
A309328,DOG,BORDER COLLIE/CATAHOULA,PUPPY,07/24/2014,ADOPTION,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A369139,DOG,CHIHUAHUA SH/MIX,SMALL,02/27/2018,RETURN TO OWNER,95439.0,COUNTY,COUNTY,"95439(38.49169, -122.776056)"
A329119,DOG,POMERANIAN/ITAL GREYHOUND,PUPPY,10/23/2015,TRANSFER,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A408476,DOG,ROTTWEILER/MIX,MED,12/18/2021,,,COUNTY,,
A366665,DOG,SIBERIAN HUSKY/GERM SHEPHERD,MED,01/04/2018,ADOPTION,95401.0,COUNTY,SANTA ROSA,"95401(38.446019, -122.766748)"
A405531,DOG,PIT BULL,MED,06/22/2021,RETURN TO OWNER,95401.0,SANTA ROSA,SANTA ROSA,"95401(38.446019, -122.766748)"
A307897,DOG,TIBETAN TERR/WELSH CORGI CAR,MED,06/11/2014,EUTHANIZE,,*SEBASTOPOL,,
A371267,DOG,PIT BULL/MIX,PUPPY,04/28/2018,TRANSFER,95973.0,COUNTY,OUT OF COUNTY,"95973(39.818951, -121.871582)"
A353696,CAT,DOMESTIC SH,KITTN,06/07/2017,EUTHANIZE,,SANTA ROSA,,
A313280,DOG,MALTESE/POODLE MIN,SMALL,11/25/2014,ADOPTION,59714.0,COUNTY,OUT OF COUNTY,"59714(45.881386, -111.136525)"
A280640,DOG,SIBERIAN HUSKY,MED,01/24/2015,ADOPTION,95918.0,SANTA ROSA,OUT OF COUNTY,"95918(39.289427, -121.336131)"
A362453,CAT,DOMESTIC SH,SMALL,10/10/2017,ADOPTION,95404.0,COUNTY,SANTA ROSA,"95404(38.458384, -122.675588)"
A311004,CAT,DOMESTIC SH,KITTN,09/02/2014,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A391312,CAT,DOMESTIC SH,KITTN,09/11/2019,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A406990,CAT,DOMESTIC SH,SMALL,10/01/2021,RETURN TO OWNER,94951.0,COUNTY,COUNTY,"94951(38.314417, -122.656863)"
A304631,CAT,DOMESTIC MH,SMALL,03/26/2014,RETURN TO OWNER,95492.0,COUNTY,COUNTY,"95492(38.541541, -122.809202)"
A345019,DOG,GERM SHEPHERD,LARGE,12/22/2018,EUTHANIZE,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A376251,CAT,DOMESTIC SH,SMALL,09/21/2018,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A349090,CAT,DOMESTIC SH,SMALL,03/04/2017,RETURN TO OWNER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A300244,DOG,GERM SHEPHERD/PIT BULL,MED,03/04/2017,RETURN TO OWNER,95404.0,*WINDSOR,SANTA ROSA,"95404(38.458384, -122.675588)"
A335389,CAT,DOMESTIC SH,KITTN,04/08/2016,TRANSFER,94952.0,COUNTY,*PETALUMA,"94952(38.236012, -122.730241)"
A405104,DOG,SIBERIAN HUSKY/AUST SHEPHERD,LARGE,06/01/2021,ADOPTION,95405.0,SANTA ROSA,SANTA ROSA,"95405(38.439152, -122.672541)"
A410992,CAT,DOMESTIC SH,SMALL,04/14/2022,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A384459,DOG,BORDER COLLIE/MIX,MED,11/15/2019,RETURN TO OWNER,95404.0,COUNTY,COUNTY,"95404(38.458384, -122.675588)"
A327032,CAT,DOMESTIC SH,KITTN,09/16/2015,RETURN TO OWNER,96021.0,COUNTY,OUT OF COUNTY,"96021(39.911445, -122.425007)"
A356331,CAT,DOMESTIC MH,SMALL,07/31/2017,EUTHANIZE,,COUNTY,,
A397039,CAT,DOMESTIC LH,SMALL,04/02/2020,EUTHANIZE,95476.0,COUNTY,COUNTY,"95476(38.280393, -122.464588)"
A317841,DOG,CAVALIER SPAN/MIX,SMALL,03/31/2015,TRANSFER,95492.0,*WINDSOR,*WINDSOR,"95492(38.541541, -122.809202)"
A408068,CAT,DOMESTIC SH,SMALL,12/02/2021,TRANSFER,95407.0,SANTA ROSA,COUNTY,"95407(38.403734, -122.736775)"
A297081,DOG,AKITA/MIX,LARGE,09/02/2016,ADOPTION,94954.0,SANTA ROSA,*PETALUMA,"94954(38.245316, -122.59871)"
A308054,CAT,DOMESTIC SH,KITTN,06/17/2014,ADOPTION,95448.0,SANTA ROSA,COUNTY,"95448(38.618857, -122.861927)"
A346371,DOG,CHIHUAHUA SH,SMALL,12/17/2016,RETURN TO OWNER,95407.0,COUNTY,SANTA ROSA,"95407(38.403734, -122.736775)"
A389073,CAT,DOMESTIC SH,SMALL,06/27/2019,ADOPTION,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A336058,DOG,ENG BULLDOG/MIX,MED,04/25/2016,ADOPTION,94928.0,COUNTY,*ROHNERT PARK,"94928(38.346718, -122.695947)"
A315220,DOG,GERM SHEPHERD/MIX,PUPPY,12/22/2014,ADOPTION,95476.0,COUNTY,*SONOMA,"95476(38.280393, -122.464588)"
A302192,CAT,DOMESTIC LH,SMALL,01/31/2014,ADOPTION,95472.0,SANTA ROSA,*SEBASTOPOL,"95472(38.394388, -122.850998)"
A314189,CAT,SIAMESE,SMALL,11/22/2014,RETURN TO OWNER,95425.0,COUNTY,*CLOVERDALE,"95425(38.790859, -123.010876)"
A334024,DOG,BULLMASTIFF/MIX,X-LRG,03/11/2016,RETURN TO OWNER,95404.0,SANTA ROSA,SANTA ROSA,"95404(38.458384, -122.675588)"
A402192,DOG,GERM SHEPHERD,LARGE,01/21/2021,RETURN TO OWNER,95441.0,COUNTY,COUNTY,"95441(38.729916, -122.883041)"
A363702,CAT,DOMESTIC LH,KITTN,10/26/2017,ADOPTION,95403.0,SANTA ROSA,COUNTY,"95403(38.486997, -122.749134)"
A327913,DOG,PIT BULL,PUPPY,10/01/2015,ADOPTION,94566.0,SANTA ROSA,OUT OF COUNTY,"94566(37.659437, -121.867131)"
A405143,CAT,DOMESTIC SH,KITTN,06/02/2021,TRANSFER,95448.0,COUNTY,COUNTY,"95448(38.618857, -122.861927)"
A322164,DOG,AKITA,MED,04/25/2016,RETURN TO OWNER,95436.0,COUNTY,COUNTY,"95436(38.491884, -122.90672)"
